autor,estilo
 Quinn XCII,"indie pop rap, pop rap, electropop, pop   ☷   ⓘ"
 Charlie Puth,"pop, viral pop, dance pop   ☷   ⓘ"
 Marciano Cantero,rock en espanol   ☷   ⓘ
le,"Sorry, that one doesn't seem to be on any of these maps yet."
 Maroon ,german metalcore   ☷   ⓘ
Banx ,"Sorry, that one doesn't seem to be on any of these maps yet."
Ella Mai,"uk contemporary r&b, r&b, pop, urban contemporary, post-teen pop, rap, dance pop   ☷   ⓘ"
 Mike Posner,"pop rap, dance pop, pop, edm   ☷   ⓘ"
Jesy Nelson,"Related artists in: dance pop, pop, post-teen pop, girl group, hip pop, pop rap, r&b, rap, urban contemporary, europop   ☷   ⓘ"
Powfu,sad rap   ☷   ⓘ
 Nomcebo Zikode,"afro soul, south african pop   ☷   ⓘ"
 Blxst,pop rap   ☷   ⓘ
 Kaash Paige,r&b   ☷   ⓘ
Loredana,"frauenrap, kosovan pop, german hip hop, romanian pop   ☷   ⓘ"
Ak,"Related artists in: chillstep, vapor soul, melodic dubstep, vapor twitch, new french touch, wave   ☷   ⓘ"
Gustavo Mioto,"arrocha, sertanejo pop, sertanejo universitario, sertanejo   ☷   ⓘ"
 Swizz Beatz,"battle rap, pop rap, southern hip hop, dirty south rap, trap, rap   ☷   ⓘ"
Lady Gaga,"pop, art pop, dance pop   ☷   ⓘ"
Pashanim,"german drill, german alternative rap, german hip hop   ☷   ⓘ"
 slowthai,"uk alternative hip hop, rap, uk hip hop, underground hip hop, hip hop   ☷   ⓘ"
Katy Perry,"pop, dance pop   ☷   ⓘ"
ari,"Related artists in: new french touch, belgian edm   ☷   ⓘ"
 Micro TDH,"trap venezolano, venezuelan hip hop, urbano latino   ☷   ⓘ"
Rusherking,"trap triste, trap argentino   ☷   ⓘ"
Jos,"Sorry, that one doesn't seem to be on any of these maps yet."
Alex Sensation,"reggaeton, reggaeton flow, latin pop, urbano latino   ☷   ⓘ"
Kontra K,"christlicher rap, german hip hop   ☷   ⓘ"
 Small Jam,solomon islands pop   ☷   ⓘ
 Luis R Conriquez,"sad sierreno, nueva musica mexicana, corrido   ☷   ⓘ"
Abraham Mateo,"latin viral pop, latin arena pop, latin pop, spanish pop, reggaeton, dominican pop   ☷   ⓘ"
 Yebba,"pop soul, alternative r&b   ☷   ⓘ"
Tory Lanez,"canadian trap, rap, toronto rap, melodic rap, pop rap, canadian hip hop, trap, r&b, pop   ☷   ⓘ"
Snow Patrol,"neo mellow, permanent wave, pop rock, irish rock   ☷   ⓘ"
J Hus,"afroswing, uk hip hop, grime   ☷   ⓘ"
Keys,"Sorry, that one doesn't seem to be on any of these maps yet."
 EL IMA,"Related artists in: urbano espanol, rap canario, flamenco urbano, rap espanol, urbano latino   ☷   ⓘ"
Bobby Helms,adult standards   ☷   ⓘ
Aitana,"latin talent show, latin pop, spanish pop   ☷   ⓘ"
Agostino,"Sorry, that one doesn't seem to be on any of these maps yet."
 RM,k-rap   ☷   ⓘ
Major Lazer,"moombahton, pop, dance pop, edm, pop rap, pop dance, tropical house, electro house   ☷   ⓘ"
Dennis Lloyd,israeli pop   ☷   ⓘ
Baddiel,"Sorry, that one doesn't seem to be on any of these maps yet."
Justin Quiles,"urbano latino, reggaeton, latin hip hop   ☷   ⓘ"
Trevor Daniel,"melodic rap, pop rap, pop, viral rap   ☷   ⓘ"
 KronoMuzik,"Related artists in: rap calme, french hip hop, belgian hip hop, rap inde   ☷   ⓘ"
 Salve Malak,pop rap brasileiro   ☷   ⓘ
 DJ PH DA SERRA,"funk bh, funk mtg   ☷   ⓘ"
 Duki,"trap triste, argentine hip hop, trap argentino, trap latino, urbano latino   ☷   ⓘ"
Da,"Sorry, that one doesn't seem to be on any of these maps yet."
 Eladio Carrion,"trap boricua, trap triste, trap latino, urbano latino   ☷   ⓘ"
Kalazh,"rap antillais, trap antillais, pop urbaine, french hip hop   ☷   ⓘ"
 Guaynaa,"perreo, reggaeton, reggaeton flow, urbano latino   ☷   ⓘ"
 FIFA Sound,"Related artists in: dance pop, edm, electro house, pop, latin pop, pop dance, tropical house   ☷   ⓘ"
KALEO,"icelandic indie, icelandic rock, modern alternative rock   ☷   ⓘ"
AP Dhillon,"punjabi hip hop, punjabi pop   ☷   ⓘ"
 Dj Serpinha,funk mandelao   ☷   ⓘ
 Lauv,"pop, electropop, dance pop   ☷   ⓘ"
MC Du Black,funk carioca   ☷   ⓘ
 CocoRosie,"folktronica, freak folk, new weird america, art pop   ☷   ⓘ"
 Clever,alabama rap   ☷   ⓘ
George Michael,"new wave pop, dance pop   ☷   ⓘ"
TJ,"Sorry, that one doesn't seem to be on any of these maps yet."
Ty Dolla ,"Sorry, that one doesn't seem to be on any of these maps yet."
 Gzuz,"hamburg hip hop, german hip hop, deep german hip hop   ☷   ⓘ"
Labrinth,"pop, indie poptimism   ☷   ⓘ"
 Ozzy Osbourne,"birmingham metal, rock, hard rock, metal, album rock   ☷   ⓘ"
 Skrillex,"brostep, complextro, electro, edm   ☷   ⓘ"
Jarabe De Palo,"rock en espanol, latin rock, latin alternative, spanish rock, spanish pop, latin pop   ☷   ⓘ"
Spice Girls,"girl group, dance pop, europop   ☷   ⓘ"
 Halsey,"pop, etherpop, electropop, dance pop, indie poptimism   ☷   ⓘ"
Wesley Safad,"Sorry, that one doesn't seem to be on any of these maps yet."
 Kane Brown,"black americana, contemporary country, country road, country   ☷   ⓘ"
 DJ Dahi,"Related artists in: underground hip hop, hip hop, rap, chicago rap, alternative r&b   ☷   ⓘ"
 The Commanders,"Related artists in: classic italian pop, german literature, rennes indie   ☷   ⓘ"
VIZE,"german dance, slap house, pop dance, tropical house, dance pop, edm   ☷   ⓘ"
KSI,uk hip hop   ☷   ⓘ
P,"Sorry, that one doesn't seem to be on any of these maps yet."
er,"Sorry, that one doesn't seem to be on any of these maps yet."
Bushido,german hip hop   ☷   ⓘ
 Malumma,"Sorry, that one doesn't seem to be on any of these maps yet."
 R,"Sorry, that one doesn't seem to be on any of these maps yet."
 Bad Bunny,"trap latino, reggaeton, urbano latino   ☷   ⓘ"
 Ranx,"Sorry, that one doesn't seem to be on any of these maps yet."
 Maluma,"reggaeton colombiano, reggaeton, urbano latino   ☷   ⓘ"
Chl,"Sorry, that one doesn't seem to be on any of these maps yet."
 Jason Derulo,"dance pop, pop, pop rap, post-teen pop, edm   ☷   ⓘ"
 Ozbi,turkish hip hop   ☷   ⓘ
 Young Sinatra,"Sorry, that one doesn't seem to be on any of these maps yet."
 kai,k-pop   ☷   ⓘ
ILLENIUM,"melodic dubstep, pop dance, tropical house, edm, pop   ☷   ⓘ"
Case,"urban contemporary, r&b, contemporary r&b, new jack swing, hip pop, neo soul, quiet storm, hip hop   ☷   ⓘ"
 Quan,"Related artists in: rap, hip hop, atl hip hop, conscious hip hop, gangster rap, pop, pop rap   ☷   ⓘ"
 Prezioso,"italo dance, eurodance, europop   ☷   ⓘ"
 Anthony Hamilton,"neo soul, r&b, urban contemporary, contemporary r&b, quiet storm   ☷   ⓘ"
Saweetie,"trap queen, pop, dance pop, cali rap, rap   ☷   ⓘ"
Quevedo,"rap canario, urbano latino   ☷   ⓘ"
 Lil Uzi Vert,"melodic rap, philly rap, rap, trap   ☷   ⓘ"
 Jubin Nautiyal,"hare krishna, modern bollywood, desi pop, filmi   ☷   ⓘ"
Sia,"pop, australian dance, australian pop, dance pop   ☷   ⓘ"
Daya,"pop, dance pop, post-teen pop, tropical house, electropop, alt z, pop dance, edm   ☷   ⓘ"
 Hanybal,"german hip hop, german underground rap, deep german hip hop   ☷   ⓘ"
LANY,"pop, la pop   ☷   ⓘ"
 MC Rick,"funk carioca, funk bh, funk mtg, funk ostentacao   ☷   ⓘ"
 Masta Killa,"hardcore hip hop, east coast hip hop   ☷   ⓘ"
Amaarae,"ghanaian alternative, afro r&b, ghanaian pop, alternative r&b   ☷   ⓘ"
man,"Sorry, that one doesn't seem to be on any of these maps yet."
 Jorge ,"Sorry, that one doesn't seem to be on any of these maps yet."
Luis Fonsi,"puerto rican pop, latin pop   ☷   ⓘ"
 Clinton Kane,"gen z singer-songwriter, pop, alt z, post-teen pop   ☷   ⓘ"
Drake,"toronto rap, canadian pop, canadian hip hop, rap, hip hop   ☷   ⓘ"
 Zhavia,post-teen pop   ☷   ⓘ
 Matoma,"tropical house, pop dance, edm, dance pop, pop edm, electropop, norwegian pop, pop, electro house   ☷   ⓘ"
 Jay Wheeler,"urbano latino, reggaeton   ☷   ⓘ"
 Lunay,"urbano latino, trap latino, reggaeton, reggaeton flow, latin hip hop, latin pop   ☷   ⓘ"
 Ludacris,"pop rap, old school atlanta hip hop, atl hip hop, southern hip hop, rap, hip hop, dirty south rap, dance pop, trap   ☷   ⓘ"
Clinton Kane,"gen z singer-songwriter, pop, alt z, post-teen pop   ☷   ⓘ"
Eleni Foureira,"greek pop, laiko   ☷   ⓘ"
 Mc Don Juan,"batidao romantico, funk carioca, funk paulista, arrocha, funk ostentacao   ☷   ⓘ"
Alonzo,"rap marseille, francoton, french hip hop, pop urbaine, rap francais   ☷   ⓘ"
 Freeze corleone,"drill francais, melodic drill, pop urbaine, french hip hop, rap francais   ☷   ⓘ"
DJ Luian,"trap latino, urbano latino, reggaeton flow, reggaeton, latin hip hop   ☷   ⓘ"
Kay Starr,"torch song, adult standards, lounge, vocal jazz, easy listening, swing   ☷   ⓘ"
 REASON,"indie hip hop, underground hip hop, rap, southern hip hop, hip hop   ☷   ⓘ"
MC Kevin o Chris,"funk 150 bpm, funk carioca   ☷   ⓘ"
 bbno,"Sorry, that one doesn't seem to be on any of these maps yet."
Matheus ,deep breakcore   ☷   ⓘ
 BENEE,"nz pop, pop, alt z   ☷   ⓘ"
Shae Gill,"Related artists in: desi pop, modern bollywood, filmi, desi hip hop, punjabi pop, sufi   ☷   ⓘ"
Devi Sri Prasad,"tollywood, filmi   ☷   ⓘ"
The Strokes,"permanent wave, garage rock, modern rock, alternative rock, rock   ☷   ⓘ"
La rappresentante di lista,"indie siciliano, italian indie pop   ☷   ⓘ"
 Miksu ,"Sorry, that one doesn't seem to be on any of these maps yet."
 KHEA,"trap triste, argentine hip hop, trap argentino, trap latino, urbano latino   ☷   ⓘ"
Mc Davi,"funk paulista, funk carioca, funk ostentacao, funk mtg   ☷   ⓘ"
Oxlade,nigerian pop   ☷   ⓘ
 Tre,"Sorry, that one doesn't seem to be on any of these maps yet."
Ali Gatie,"canadian hip hop, pop   ☷   ⓘ"
 Pablo Albor,"Sorry, that one doesn't seem to be on any of these maps yet."
 In,"Sorry, that one doesn't seem to be on any of these maps yet."
Bosh,"pop urbaine, rap francais, french hip hop, francoton   ☷   ⓘ"
 Dre,"Sorry, that one doesn't seem to be on any of these maps yet."
Dove Cameron,"post-teen pop, pop   ☷   ⓘ"
 Percent,"Sorry, that one doesn't seem to be on any of these maps yet."
Muse,"permanent wave, modern rock, rock   ☷   ⓘ"
Gryffin,"pop dance, tropical house, edm, pop, dance pop   ☷   ⓘ"
 Fred Hammond,gospel   ☷   ⓘ
A R I Z O N A,"tropical house, indie poptimism, electropop, pop dance, pop   ☷   ⓘ"
Pop Smoke,brooklyn drill   ☷   ⓘ
 Tom Grennan,"tropical house, dance pop   ☷   ⓘ"
 Booba,"rap conscient, french hip hop, old school rap francais, pop urbaine   ☷   ⓘ"
 Rio Santana,Related artists in: vapor trap   ☷   ⓘ
 Pol Granch,spanish pop   ☷   ⓘ
BLACKPINK,"k-pop girl group, k-pop   ☷   ⓘ"
 Timbaland,"dance pop, pop rap, urban contemporary, hip hop, pop   ☷   ⓘ"
Z,"Sorry, that one doesn't seem to be on any of these maps yet."
Calvin Harris,"uk dance, pop, house, progressive house, dance pop, edm, electro house   ☷   ⓘ"
 Topo La Maskara,dominican pop   ☷   ⓘ
Joker Bra,german hip hop   ☷   ⓘ
Ayo ,"Sorry, that one doesn't seem to be on any of these maps yet."
 Jake Gosling,"Related artists in: pop, post-teen pop, dance pop, boy band, talent show, uk hip hop   ☷   ⓘ"
KC Rebell,"german drill, german hip hop, deep german hip hop   ☷   ⓘ"
Em Beihold,"gen z singer-songwriter, alt z   ☷   ⓘ"
 Omar Apollo,"bedroom soul, bedroom pop, pop   ☷   ⓘ"
 Norma Jean Martine,nyc pop   ☷   ⓘ
Carpenters,"adult standards, soft rock, mellow gold   ☷   ⓘ"
 Rick Ross,"rap, southern hip hop, trap, pop rap, hip hop, dirty south rap, gangster rap   ☷   ⓘ"
M,"Sorry, that one doesn't seem to be on any of these maps yet."
Booba,"rap conscient, french hip hop, old school rap francais, pop urbaine   ☷   ⓘ"
 Cookin,"Sorry, that one doesn't seem to be on any of these maps yet."
MC Fioti,"funk paulista, funk carioca   ☷   ⓘ"
Smokepurpp,"melodic rap, miami hip hop, vapor trap, underground hip hop, viral rap, rap, trap, dark trap, southern hip hop   ☷   ⓘ"
 Billy Ray Cyrus,"country, country rock   ☷   ⓘ"
 Skinner ,dublin indie   ☷   ⓘ
Gera MX,"mexican hip hop, rap conciencia, urbano mexicano   ☷   ⓘ"
 Kid Cudi,"ohio hip hop, rap, hip hop   ☷   ⓘ"
Tame Impala,"australian psych, neo-psychedelic   ☷   ⓘ"
 Yung Pinch,"melodic rap, oc rap, vapor trap, underground hip hop, emo rap, pop rap, trap, sad rap, rap   ☷   ⓘ"
Nelly Furtado,"canadian latin, dance pop, canadian pop, pop, pop rap   ☷   ⓘ"
 Tinashe,"pop, dance pop, post-teen pop, r&b, metropopolis, alternative r&b, urban contemporary, electropop, rap   ☷   ⓘ"
 Neil deGrasse Tyson,"Sorry, that one doesn't seem to be on any of these maps yet."
The Goo Goo Dolls,"pop rock, neo mellow, permanent wave   ☷   ⓘ"
Masked Wolf,"australian hip hop, viral rap   ☷   ⓘ"
 Juicy J,"trap, rap, crunk, southern hip hop, pop rap, gangster rap, dirty south rap, memphis hip hop, hip hop   ☷   ⓘ"
Dominic Fike,"alternative pop rock, pop   ☷   ⓘ"
Nekfeu,"rap conscient, pop urbaine, french hip hop   ☷   ⓘ"
Green Day,"permanent wave, punk   ☷   ⓘ"
Stanaj,"Related artists in: electropop, indie poptimism, pop, post-teen pop, alt z, pop dance, pop edm, tropical house, dance pop, indie electropop   ☷   ⓘ"
Shaggy,"reggae fusion, pop rap, dance pop   ☷   ⓘ"
Bryant Myers,"trap latino, urbano latino, reggaeton, reggaeton flow, latin hip hop   ☷   ⓘ"
Banda MS de Sergio Liz,"Sorry, that one doesn't seem to be on any of these maps yet."
Frenna,"dutch rap pop, dutch hip hop, dutch pop   ☷   ⓘ"
 Billy Idol,"dance rock, rock, album rock, new romantic, new wave, hard rock, classic rock, new wave pop, mellow gold, soft rock   ☷   ⓘ"
 The Night Game,"indie poptimism, modern alternative rock   ☷   ⓘ"
 Cozz,underground hip hop   ☷   ⓘ
 Rick Live,"Sorry, that one doesn't seem to be on any of these maps yet."
N,"Sorry, that one doesn't seem to be on any of these maps yet."
 iann dior,"melodic rap, pop rap, pop   ☷   ⓘ"
The Jackson ,"Sorry, that one doesn't seem to be on any of these maps yet."
 Missy Elliott,"virginia hip hop, hip pop, dance pop, pop rap, urban contemporary, hip hop, r&b, rap   ☷   ⓘ"
 DJ Drama,"southern hip hop, trap, pop rap, dirty south rap, philly rap, rap, gangster rap, hip hop   ☷   ⓘ"
BRADO,"Related artists in: german hip hop, german underground rap, turkish trap pop   ☷   ⓘ"
TOOL,"alternative metal, nu metal, progressive metal, progressive rock, rock, alternative rock, art rock   ☷   ⓘ"
vez,"Sorry, that one doesn't seem to be on any of these maps yet."
Petit Biscuit,tropical house   ☷   ⓘ
Lazza,"rap genovese, trap italiana, italian hip hop   ☷   ⓘ"
The Chainsmokers,"pop, pop dance, edm, tropical house, dance pop, electropop   ☷   ⓘ"
oul,"Related artists in: dark electro, futurepop, ebm, aggrotech, electro-industrial, dark wave, industrial metal, neue deutsche harte, dark rock, power noise   ☷   ⓘ"
 Yung Kayo,vapor trap   ☷   ⓘ
Omar Apollo,"bedroom soul, bedroom pop, pop   ☷   ⓘ"
 Victor Cardenas,"Related artists in: guaracha, circuit   ☷   ⓘ"
 Felipe,"Sorry, that one doesn't seem to be on any of these maps yet."
 Jack Harlow,"kentucky hip hop, deep underground hip hop, rap, pop   ☷   ⓘ"
 Dean Lewis,"australian pop, pop   ☷   ⓘ"
 Carol Richards,"Related artists in: vintage broadway, vintage hollywood, broadway, classic soundtrack   ☷   ⓘ"
Daddy Yankee,"reggaeton, latin hip hop, urbano latino   ☷   ⓘ"
 The Fresh Prince,"Related artists in: hip hop, rap, hip house, old school hip hop, electro, gangster rap   ☷   ⓘ"
 Ingrosso,"Sorry, that one doesn't seem to be on any of these maps yet."
Summer Cem,german hip hop   ☷   ⓘ
 Mudd the student,"Related artists in: k-rap, korean underground rap, k-indie   ☷   ⓘ"
Nat King Cole Trio,"adult standards, lounge, vocal jazz, swing   ☷   ⓘ"
 The Creator,"Sorry, that one doesn't seem to be on any of these maps yet."
 benny blanco,"pop, electropop, pop rap, dance pop, edm   ☷   ⓘ"
 Kid Trunks,"vapor trap, asian american hip hop, underground hip hop, dark trap   ☷   ⓘ"
 DJ Fle,"Related artists in: dance pop, dancehall, pop, pop rap, reggae fusion   ☷   ⓘ"
Jc La Nevula,"trap dominicano, dominican pop   ☷   ⓘ"
Lil Yachty,"melodic rap, rap, atl hip hop, trap, viral rap, hip hop, underground hip hop   ☷   ⓘ"
 J Balvin,"reggaeton colombiano, reggaeton, urbano latino   ☷   ⓘ"
 Pedro Cap,"Sorry, that one doesn't seem to be on any of these maps yet."
TOWN ,"Sorry, that one doesn't seem to be on any of these maps yet."
John Lennon,"beatlesque, classic rock, rock, album rock, art rock, mellow gold   ☷   ⓘ"
Zac Efron,"hollywood, post-teen pop, show tunes, pop   ☷   ⓘ"
 Yak Gotti,"Related artists in: atl trap, vapor trap, atl hip hop, trap   ☷   ⓘ"
Wallows,"modern rock, indie pop, pop   ☷   ⓘ"
Miksu ,"Sorry, that one doesn't seem to be on any of these maps yet."
Whitney Houston,"dance pop, urban contemporary, pop   ☷   ⓘ"
 Dixie,social media pop   ☷   ⓘ
Mc Jacare,"Sorry, that one doesn't seem to be on any of these maps yet."
Amy Grant,"christian music, adult standards   ☷   ⓘ"
 Pooh Shiesty,"tennessee hip hop, memphis hip hop, trap, southern hip hop, rap   ☷   ⓘ"
 Big Sean,"rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop, pop   ☷   ⓘ"
 YG,"rap, trap, pop rap, southern hip hop, hip hop, cali rap, gangster rap   ☷   ⓘ"
 Donna Summer,"hi-nrg, disco, new wave pop, dance pop   ☷   ⓘ"
Majestic,"uk dance, house, pop dance, tropical house   ☷   ⓘ"
 Nel,"Related artists in: polish pop, polish alternative   ☷   ⓘ"
 AX,"Sorry, that one doesn't seem to be on any of these maps yet."
Jimin,"Related artists in: k-pop, k-rap, korean instrumental, korean pop   ☷   ⓘ"
Milky Chance,german pop   ☷   ⓘ
 Salmo,"rap sardegna, italian hip hop, italian underground hip hop   ☷   ⓘ"
My Chemical Romance,"pop punk, emo   ☷   ⓘ"
Reynmen,"turkish trap pop, turkish hip hop   ☷   ⓘ"
 Flyboy Tarantino,"Related artists in: underground hip hop, dark trap, vapor trap, viral rap, trap, emo rap, melodic rap, miami hip hop, rap, aesthetic rap   ☷   ⓘ"
Mambo Kingz,reggaeton flow   ☷   ⓘ
Lexa,"funk pop, pop nacional, funk carioca, pop lgbtq+ brasileira   ☷   ⓘ"
 Rich Brian,indonesian hip hop   ☷   ⓘ
Jay Wheeler,"urbano latino, reggaeton   ☷   ⓘ"
 Nicki Nicole,"r&b argentino, argentine hip hop, trap argentino   ☷   ⓘ"
 Sa,"Sorry, that one doesn't seem to be on any of these maps yet."
 Olivia Newton,"Sorry, that one doesn't seem to be on any of these maps yet."
Wolfine,"colombian pop, reggaeton, reggaeton flow, urbano latino   ☷   ⓘ"
 MC Mari,"brega funk, arrochadeira, funk carioca   ☷   ⓘ"
Ramz,"london rap, afroswing, uk hip hop   ☷   ⓘ"
Duncan Laurence,dutch pop   ☷   ⓘ
 Christian Nodal,"mariachi, ranchera, nueva musica mexicana, musica mexicana   ☷   ⓘ"
nni,"Sorry, that one doesn't seem to be on any of these maps yet."
Danny Ocean,"pop venezolano, reggaeton, urbano latino   ☷   ⓘ"
Montell Fish,"pittsburgh rap, pop   ☷   ⓘ"
 Britney Spears,"dance pop, pop, post-teen pop   ☷   ⓘ"
 Joy,"Sorry, that one doesn't seem to be on any of these maps yet."
 Santigold,"electropop, alternative dance, new rave, escape room, art pop   ☷   ⓘ"
Johnny Mathis,"adult standards, lounge, easy listening, vocal jazz   ☷   ⓘ"
 Atomic Otro Way,"dembow, rap dominicano, dominican pop, urbano espanol   ☷   ⓘ"
 Geolier,"rap napoletano, trap italiana, italian hip hop   ☷   ⓘ"
Portugal,"chilean indie, chilean rock   ☷   ⓘ"
 Dj Adoni,dominican pop   ☷   ⓘ
 NLE Choppa,"memphis hip hop, viral rap   ☷   ⓘ"
Rick James,"funk, synth funk, quiet storm, soul, disco, post-disco   ☷   ⓘ"
jxdn,pop punk   ☷   ⓘ
 OneRepublic,"piano rock, pop   ☷   ⓘ"
Montez,"german pop, german hip hop   ☷   ⓘ"
 Kendrick Lamar,"conscious hip hop, rap, west coast rap, hip hop   ☷   ⓘ"
The Lumineers,"folk-pop, stomp and holler, pop   ☷   ⓘ"
The Police,"permanent wave, rock, classic rock, album rock, mellow gold   ☷   ⓘ"
 Lil Baby,"atl trap, atl hip hop, rap, trap   ☷   ⓘ"
David Kushner,gen z singer-songwriter   ☷   ⓘ
 t,"Sorry, that one doesn't seem to be on any of these maps yet."
Jonas Brothers,"pop, post-teen pop, boy band, dance pop   ☷   ⓘ"
Florence ,"Sorry, that one doesn't seem to be on any of these maps yet."
Lil Tjay,"brooklyn drill, melodic rap, nyc rap   ☷   ⓘ"
Dilsinho,"pagode novo, pagode   ☷   ⓘ"
 Grey,pop edm   ☷   ⓘ
Takeoff,"rap, atl hip hop, trap, southern hip hop   ☷   ⓘ"
 Slaves,"kent indie, english indie rock, modern rock, modern alternative rock   ☷   ⓘ"
Red Velvet ,"k-pop girl group, k-pop   ☷   ⓘ"
Martin Solveig,"tropical house, pop dance, edm, house, disco house, dance pop, filter house, vocal house, electro house   ☷   ⓘ"
Don Toliver,"rap, trap, pop   ☷   ⓘ"
 Jeremih,"pop rap, chicago rap, r&b, dance pop, urban contemporary, pop   ☷   ⓘ"
Disclosure,"uk dance, house, edm, pop   ☷   ⓘ"
 Oumou Sangar,"Sorry, that one doesn't seem to be on any of these maps yet."
Run The Jewels,"political hip hop, escape room, alternative hip hop, hip hop   ☷   ⓘ"
 MadeinTYO,"melodic rap, rap, vapor trap, atl hip hop, trap, viral rap, underground hip hop, southern hip hop, hip hop   ☷   ⓘ"
 Duckwrth,"indie r&b, alternative r&b, indie soul, underground hip hop   ☷   ⓘ"
Maren Morris,"contemporary country, country, texas country, country road, pop   ☷   ⓘ"
 Zion ,"reggaeton, latin hip hop, urbano latino, reggaeton flow   ☷   ⓘ"
Gorillaz,alternative hip hop   ☷   ⓘ
 William Singe,"pop r&b, post-teen pop, chill r&b, r&b, urban contemporary   ☷   ⓘ"
very man,"Related artists in: funk carioca, funk ostentacao, funk mtg, funk paulista, arrocha, brega funk, funk pop   ☷   ⓘ"
 Flow La Movie,"Related artists in: reggaeton, urbano latino, reggaeton flow, trap latino, latin hip hop, perreo   ☷   ⓘ"
 LSD,"Related artists in: trap queen, rap, viral rap, alternative r&b, escape room, pop, dance pop, lgbtq+ hip hop, r&b, rap latina   ☷   ⓘ"
 Percy Faith ,"easy listening, lounge, adult standards   ☷   ⓘ"
Khalid,"pop, pop r&b   ☷   ⓘ"
 Westcoast,"Sorry, that one doesn't seem to be on any of these maps yet."
Becky G,"rap latina, latin viral pop, reggaeton, latin pop, pop, dance pop   ☷   ⓘ"
 SUGA,k-pop   ☷   ⓘ
ITZY,k-pop girl group   ☷   ⓘ
 Encanto ,"Related artists in: pagode, pagode novo   ☷   ⓘ"
 Au,"Sorry, that one doesn't seem to be on any of these maps yet."
 Steve Lacy,afrofuturism   ☷   ⓘ
 Denaun,"Sorry, that one doesn't seem to be on any of these maps yet."
 Sonoya Mizuno,"Sorry, that one doesn't seem to be on any of these maps yet."
southstar,"Related artists in: german hip hop, german trap, german underground rap, cologne hip hop, german alternative rap   ☷   ⓘ"
 Ali Sethi,pakistani pop   ☷   ⓘ
Sam Hunt,"contemporary country, country road, country, country pop   ☷   ⓘ"
 Tierra Whack,"escape room, alternative r&b, indie soul, rap   ☷   ⓘ"
Olivia Rodrigo,pop   ☷   ⓘ
 Romeo Santos,bachata   ☷   ⓘ
 Zacari,"Sorry, that one doesn't seem to be on any of these maps yet."
 DJ RD,"Related artists in: funk carioca, funk ostentacao, funk paulista, funk consciente   ☷   ⓘ"
 Kevin Gates,"baton rouge rap, trap, southern hip hop, pop rap, rap   ☷   ⓘ"
James Blunt,"neo mellow, pop rock, pop   ☷   ⓘ"
Morat,colombian pop   ☷   ⓘ
Stephanie Beatriz,hollywood   ☷   ⓘ
Maluma,"reggaeton colombiano, reggaeton, urbano latino   ☷   ⓘ"
 Zuna,"german hip hop, albanian hip hop   ☷   ⓘ"
Charli XCX,"pop, electropop, metropopolis, dance pop, art pop, uk pop, candy pop, post-teen pop   ☷   ⓘ"
 Tina Turner,"new wave pop, soft rock, disco   ☷   ⓘ"
 El Alfa,"dembow, rap dominicano, urbano latino, reggaeton   ☷   ⓘ"
DUSTY LOCANE,new york drill   ☷   ⓘ
AX,Related artists in: bemani   ☷   ⓘ
 Years,"Related artists in: sky room, electro house, progressive electro house, edm, pop edm, progressive house, pop dance, big room, russian edm   ☷   ⓘ"
Tulus,"indonesian singer-songwriter, indonesian jazz, indonesian pop   ☷   ⓘ"
Murda,"turkish trap, basshall   ☷   ⓘ"
 Hailee Steinfeld,"pop, post-teen pop, dance pop   ☷   ⓘ"
 Forever Band,"Sorry, that one doesn't seem to be on any of these maps yet."
Luar La L,"trap latino, urbano latino, reggaeton flow, reggaeton   ☷   ⓘ"
 King Combs,"pop r&b, cali rap   ☷   ⓘ"
 Teezo Touchdown,"Related artists in: underground hip hop, indie hip hop, alternative hip hop, alternative r&b, boom bap, experimental hip hop, vapor trap   ☷   ⓘ"
 Zedd,"pop, dance pop, edm, pop dance, complextro, german techno, tropical house, post-teen pop, pop rap, electropop   ☷   ⓘ"
 Paloma Faith,"british soul, dance pop   ☷   ⓘ"
 IRENE ,Related artists in: musica popular colombiana   ☷   ⓘ
 Julieta Venegas,"latin pop, rock en espanol, latin alternative, latin rock   ☷   ⓘ"
 Rauw Alejandro,"puerto rican pop, trap latino, urbano latino   ☷   ⓘ"
 Jung Kook,k-pop   ☷   ⓘ
Paul Rosenberg,"Related artists in: pop rap, hip hop, rap, detroit hip hop, gangster rap, southern hip hop, hardcore hip hop, atl hip hop, boston hip hop, g funk   ☷   ⓘ"
 Dj Gabriel do Borel,funk carioca   ☷   ⓘ
Nipsey Hussle,"rap, conscious hip hop, trap, southern hip hop, hip hop, gangster rap, pop rap   ☷   ⓘ"
 Emily Warren,nyc pop   ☷   ⓘ
 M,"Sorry, that one doesn't seem to be on any of these maps yet."
yster Cult,"Sorry, that one doesn't seem to be on any of these maps yet."
Famous Dex,"vapor trap, chicago rap, drill, rap, trap, viral rap, southern hip hop, underground hip hop   ☷   ⓘ"
 TWENTY,"Sorry, that one doesn't seem to be on any of these maps yet."
 Simaria,"Sorry, that one doesn't seem to be on any of these maps yet."
 Bugzy Malone,"manchester hip hop, grime, uk hip hop   ☷   ⓘ"
 T,"Sorry, that one doesn't seem to be on any of these maps yet."
Mike Posner,"pop rap, dance pop, pop, edm   ☷   ⓘ"
